text,label,category
주말에 영화 보러 갈래?,normal,친구
오늘 게임할래?,normal,친구
[네이버] 해외 결제 승인 확인 인증번호 9998,smishing,금융
[네이버] 비정상 로그인 감지 인증번호 4475,smishing,금융
자료 메일로 보냈습니다.,normal,일정
[정부24] 포인트 소멸 예정 https://tinyurl.com/abc123,smishing,쇼핑몰
[정부24] 부고장 도착,smishing,청첩장/부고
[우체국] 본인 인증 필요 https://verify-user.net,smishing,계정인증
집 도착하면 연락해.,normal,친구
[신한은행] 해외 결제 승인 확인 https://tinyurl.com/abc123,smishing,금융
오늘 게임할래?,normal,친구
[국민은행] 주소 오류로 배송 보류 인증번호 9821,smishing,택배
[신한은행] 과태료 조회 안내 https://verify-user.net,smishing,정부
[카카오] 부고장 도착 https://secure-check.kr,smishing,청첩장/부고
[정부24] 비밀번호 만료 예정,smishing,계정인증
[CJ대한통운] 부고장 도착 https://bit.ly/4A12BC,smishing,청첩장/부고
[우체국] 부고장 도착,smishing,청첩장/부고
저녁 먹고 들어와.,normal,가족
[카카오] 과태료 조회 안내 https://verify-user.net,smishing,정부
[CJ대한통운] 부고장 도착,smishing,청첩장/부고
저녁 먹고 들어와.,normal,가족
[CJ대한통운] 배송지 정보 확인 필요 https://tinyurl.com/abc123,smishing,택배
주말에 영화 보러 갈래?,normal,친구
[네이버] 해외 결제 승인 확인,smishing,금융
과학 수행평가 준비했어?,normal,학교
저녁 먹고 들어와.,normal,가족
[신한은행] 본인 인증 필요,smishing,계정인증
장 봐야 할 것 있어?,normal,가족
오늘 게임할래?,normal,친구
오늘 게임할래?,normal,친구
[정부24] 비정상 로그인 감지,smishing,금융
[국민은행] 비밀번호 만료 예정,smishing,계정인증
회의 시간이 변경되었습니다.,normal,일정
내일 모의고사 범위 알려줘.,normal,학교
[신한은행] 계좌 이용 제한 예정,smishing,금융
내일 오후 2시에 만납시다.,normal,일정
[정부24] 모바일 청첩장 확인 https://verify-user.net,smishing,청첩장/부고
[CJ대한통운] 비정상 로그인 감지,smishing,금융
[쿠팡] 주문 결제 오류 인증번호 3321,smishing,쇼핑몰
[신한은행] 본인 인증 필요 https://verify-user.net,smishing,계정인증
내일 오후 2시에 만납시다.,normal,일정
장 봐야 할 것 있어?,normal,가족
저녁 먹고 들어와.,normal,가족
[신한은행] 쿠폰 지급 대상,smishing,쇼핑몰
[CJ대한통운] 배송 완료 전 본인 확인 필요,smishing,택배
저녁 먹고 들어와.,normal,가족
[우체국] 행사 초대장 확인 인증번호 7070,smishing,청첩장/부고
오늘 게임할래?,normal,친구
주말에 영화 보러 갈래?,normal,친구
집 도착하면 연락해.,normal,친구
[국민은행] 행사 초대장 확인 https://verify-user.net,smishing,청첩장/부고
집 도착하면 연락해.,normal,친구
[정부24] 해외 결제 승인 확인,smishing,금융
[쿠팡] 쿠폰 지급 대상 https://verify-user.net,smishing,쇼핑몰
저녁 먹고 들어와.,normal,가족
저녁 먹고 들어와.,normal,가족
주말에 영화 보러 갈래?,normal,친구
내일 모의고사 범위 알려줘.,normal,학교
[국민은행] 전자문서 도착 인증번호 3063,smishing,정부
저녁 먹고 들어와.,normal,가족
[네이버] 계좌 이용 제한 예정,smishing,금융
[국민은행] 주문 결제 오류,smishing,쇼핑몰
[우체국] 모바일 청첩장 확인 https://tinyurl.com/abc123,smishing,청첩장/부고
[국민은행] 계정 보호를 위해 재인증 https://secure-check.kr 인증번호 4814,smishing,계정인증
[국민은행] 주소 오류로 배송 보류,smishing,택배
[쿠팡] 해외 결제 승인 확인,smishing,금융
[국민은행] 계정 보호를 위해 재인증 https://tinyurl.com/abc123 인증번호 4340,smishing,계정인증
저녁 먹고 들어와.,normal,가족
내일 오후 2시에 만납시다.,normal,일정
[CJ대한통운] 비정상 로그인 감지 https://verify-user.net,smishing,금융
주말에 영화 보러 갈래?,normal,친구
[CJ대한통운] 배송 완료 전 본인 확인 필요,smishing,택배
과학 수행평가 준비했어?,normal,학교
[국민은행] 해외 결제 승인 확인,smishing,금융
[CJ대한통운] 부고장 도착,smishing,청첩장/부고
저녁 먹고 들어와.,normal,가족
오늘 게임할래?,normal,친구
[쿠팡] 비정상 로그인 감지 https://verify-user.net,smishing,금융
[정부24] 계좌 이용 제한 예정 https://bit.ly/4A12BC,smishing,금융
[네이버] 본인 인증 필요,smishing,계정인증
내일 모의고사 범위 알려줘.,normal,학교
[카카오] 주문 결제 오류 인증번호 8231,smishing,쇼핑몰
회의 시간이 변경되었습니다.,normal,일정
회의 시간이 변경되었습니다.,normal,일정
오늘 게임할래?,normal,친구
[국민은행] 모바일 청첩장 확인 https://secure-check.kr,smishing,청첩장/부고
[국민은행] 비밀번호 만료 예정 https://verify-user.net 인증번호 8247,smishing,계정인증
회의 시간이 변경되었습니다.,normal,일정
자료 메일로 보냈습니다.,normal,일정
[국세청] 비정상 로그인 감지 https://tinyurl.com/abc123,smishing,금융
[카카오] 부고장 도착 https://tinyurl.com/abc123,smishing,청첩장/부고
주말에 영화 보러 갈래?,normal,친구
[정부24] 행사 초대장 확인,smishing,청첩장/부고
주말에 영화 보러 갈래?,normal,친구
[카카오] 배송지 정보 확인 필요 https://bit.ly/4A12BC 인증번호 6718,smishing,택배
조심히 와.,normal,가족
숙제 사진 보내줄게.,normal,학교
[우체국] 계좌 이용 제한 예정 https://secure-check.kr,smishing,금융
회의 시간이 변경되었습니다.,normal,일정
[쿠팡] 비정상 로그인 감지 https://secure-check.kr,smishing,금융
[네이버] 모바일 청첩장 확인,smishing,청첩장/부고
회의 시간이 변경되었습니다.,normal,일정
[쿠팡] 부고장 도착 https://tinyurl.com/abc123,smishing,청첩장/부고
숙제 사진 보내줄게.,normal,학교
[CJ대한통운] 해외 결제 승인 확인 https://tinyurl.com/abc123,smishing,금융
[CJ대한통운] 과태료 조회 안내 https://verify-user.net,smishing,정부
[쿠팡] 포인트 소멸 예정,smishing,쇼핑몰
과학 수행평가 준비했어?,normal,학교
[카카오] 배송지 정보 확인 필요 https://verify-user.net,smishing,택배
자료 메일로 보냈습니다.,normal,일정
[CJ대한통운] 배송지 정보 확인 필요,smishing,택배
[정부24] 해외 결제 승인 확인 https://tinyurl.com/abc123 인증번호 1200,smishing,금융
저녁 먹고 들어와.,normal,가족
[카카오] 행사 초대장 확인 https://tinyurl.com/abc123 인증번호 7338,smishing,청첩장/부고
[네이버] 비밀번호 만료 예정 https://secure-check.kr,smishing,계정인증
장 봐야 할 것 있어?,normal,가족
[카카오] 환급금 지급 대상 https://tinyurl.com/abc123,smishing,정부
집 도착하면 연락해.,normal,친구
자료 메일로 보냈습니다.,normal,일정
내일 모의고사 범위 알려줘.,normal,학교
오늘 게임할래?,normal,친구
조심히 와.,normal,가족
주말에 영화 보러 갈래?,normal,친구
[CJ대한통운] 부고장 도착 https://secure-check.kr,smishing,청첩장/부고
오늘 게임할래?,normal,친구
오늘 게임할래?,normal,친구
오늘 게임할래?,normal,친구
[국세청] 배송지 정보 확인 필요 인증번호 8784,smishing,택배
[국민은행] 배송지 정보 확인 필요,smishing,택배
[쿠팡] 과태료 조회 안내,smishing,정부
[CJ대한통운] 포인트 소멸 예정,smishing,쇼핑몰
숙제 사진 보내줄게.,normal,학교
[CJ대한통운] 계좌 이용 제한 예정 https://secure-check.kr,smishing,금융
[국세청] 포인트 소멸 예정 https://verify-user.net,smishing,쇼핑몰
[정부24] 계정 보호를 위해 재인증,smishing,계정인증
[우체국] 포인트 소멸 예정,smishing,쇼핑몰
[쿠팡] 배송지 정보 확인 필요 https://tinyurl.com/abc123,smishing,택배
장 봐야 할 것 있어?,normal,가족
과학 수행평가 준비했어?,normal,학교
[카카오] 비정상 로그인 감지,smishing,금융
[네이버] 부고장 도착,smishing,청첩장/부고
숙제 사진 보내줄게.,normal,학교
내일 모의고사 범위 알려줘.,normal,학교
[우체국] 계정 보호를 위해 재인증,smishing,계정인증
[국세청] 해외 결제 승인 확인 인증번호 3847,smishing,금융
내일 모의고사 범위 알려줘.,normal,학교
[우체국] 환급금 지급 대상,smishing,정부
저녁 먹고 들어와.,normal,가족
[국세청] 환급금 지급 대상 https://bit.ly/4A12BC 인증번호 4115,smishing,정부
내일 오후 2시에 만납시다.,normal,일정
[쿠팡] 본인 인증 필요,smishing,계정인증
숙제 사진 보내줄게.,normal,학교
[CJ대한통운] 모바일 청첩장 확인 https://secure-check.kr,smishing,청첩장/부고
[카카오] 배송 완료 전 본인 확인 필요 https://verify-user.net 인증번호 3200,smishing,택배
내일 오후 2시에 만납시다.,normal,일정
집 도착하면 연락해.,normal,친구
자료 메일로 보냈습니다.,normal,일정
[카카오] 배송지 정보 확인 필요 https://verify-user.net,smishing,택배
[국세청] 모바일 청첩장 확인 인증번호 9094,smishing,청첩장/부고
[신한은행] 환급금 지급 대상 인증번호 8900,smishing,정부
숙제 사진 보내줄게.,normal,학교
과학 수행평가 준비했어?,normal,학교
집 도착하면 연락해.,normal,친구
[네이버] 모바일 청첩장 확인 https://verify-user.net,smishing,청첩장/부고
